704454e8-fb02-4f1e-98d9-70714f276cb1,Марков Софон Давыдович,28,М,Неонатолог,153679,бюджет,1992-07-19,149,markkrjukov@ip.ru
f34d7fde-4eac-4b88-a24d-5f10a0855028,Ермаков Любим Аксёнович,31,М,Рефлексотерапевт,88160,платный,1989-04-29,611,emeljan_43@oao.org
79b8c0c6-a1ab-4d88-923f-c3a3aeb971a7,Полина Алексеевна Морозова,43,Ж,УЗИ-специалист,74889,платный,1994-04-17,827,evgeni_2012@rao.info
3b716d4f-861d-4215-9e69-51f3657e13fa,Руслан Гурьевич Дмитриев,28,М,Ортопед,127933,платный,1973-11-10,662,sharovevgraf@npo.ru
06b7fe40-f956-437a-845e-40e519beff99,Фомичева Лидия Яковлевна,44,Ж,Микробиолог,224436,платный,2005-05-04,249,gleb88@zao.edu
5feb1367-189c-41d3-ac8c-af3ffb7f96ee,Зуев Прохор Федосьевич,45,М,Рефлексотерапевт,46945,бюджет,1977-04-01,990,denis_66@oao.com
1f51c2b9-732c-4b2a-8556-80ce360959e6,Цветков Давыд Германович,66,М,Лазерный хирург,89385,платный,1996-09-30,937,nosovaivanna@ip.biz
57cd672d-d842-4620-887d-7a2262394127,Виктория Петровна Давыдова,70,Ж,Флеболог,147272,платный,1992-05-13,438,aksenovazari@ip.net
03bdd0e2-9df7-45fb-8b1c-1385e056b16c,Гришин Селиверст Иосипович,28,М,Эмбриолог,145740,бюджет,1985-11-04,949,mefodi1983@rosselhozbank.info
98929404-dbfb-4ec6-aafa-59e77194405e,Воронов Наркис Владиславович,91,М,Микробиолог,54734,платный,1993-07-09,378,gorbunovanikita@zinovev.info
75548b8e-684e-41ba-bf44-c7a8d930f4a7,Лукьян Филиппович Баранов,32,М,Остеопат,178489,бюджет,2003-01-13,673,afrolova@kompanija.org
42013d54-4a8f-4f10-9cd6-e4cfe508a3c7,Власов Стоян Адамович,29,М,Кардиолог,154153,бюджет,1980-10-29,630,apollon_1984@savelev.net
42bc30d5-ffd0-49ed-bf08-12f2e3238c2b,Котова Евфросиния Георгиевна,66,Ж,Гастроэнтеролог,169301,бюджет,2008-11-27,126,kozlovaregina@ao.com
d40024eb-3cb1-41f5-a240-a284052cb248,Селиверстова Иванна Вениаминовна,48,Ж,Стоматолог,223904,бюджет,2015-12-13,326,nikola2006@rao.org
a0a6dd51-cc60-4e06-88e1-bf93226eab73,Октябрина Альбертовна Белякова,31,Ж,Биохимик,160509,платный,1997-01-08,493,zaharburov@gruppa.edu
3f724b5a-2e49-472a-be90-dca54e7bc52f,Николаев Лазарь Викентьевич,38,М,Эндоскопист,186364,платный,1977-02-14,822,denisovaeleonora@zao.com
cd14c60b-2e84-4ef1-8bb3-77e072d0e317,Харитонов Ананий Витальевич,91,М,Диетолог,198764,бюджет,1990-11-03,346,zinovevapolina@ip.net
ecccb494-3a93-48bd-9bca-4ea8abe3dba8,Марков Гедеон Бориславович,30,М,Ортопед,124771,платный,1971-03-17,977,cheslavtimofeev@oao.net
6ee0fb6d-f0bf-4975-8ad2-c7b0099db177,Никонов Максимильян Якубович,44,М,Стоматолог-терапевт,97710,бюджет,1987-10-22,757,silvestr2000@ooo.info
fee7672b-eb98-4035-b6ef-1c3a84a9b1dc,Ферапонт Тимурович Пономарев,49,М,Гирудотерапевт,236466,платный,1987-01-28,628,nikolaevstanimir@npo.net
0975b3d6-9278-487a-8a8b-eebeaab1a90d,Константинов Нестор Афанасьевич,37,М,Психотерапевт,193750,бюджет,2012-08-15,973,marija_2008@rao.com
5a4ac039-9170-4da2-9f07-5cff3284c1c2,Венедикт Федотович Цветков,75,М,Микробиолог,60045,платный,2012-12-11,921,ladislav87@oao.org
893045e8-f3ea-4bb2-a577-ea3499b7f70e,Самсон Эдгарович Лукин,34,М,Гериатр (геронтолог),77262,платный,2021-05-08,807,danila_43@rao.ru
d988306f-fcfe-4b8e-9c87-5e920fd43f6d,Полина Викторовна Зайцева,90,Ж,Онкогинеколог,224495,бюджет,1970-10-18,948,tmiheeva@npo.com
6b834377-2d40-4159-a750-0852a3b82c0a,Ладимир Ярославович Никонов,36,М,Колопроктолог,65140,платный,2022-10-22,939,sofronsharapov@npo.net
cde235ca-9e8e-4aaf-a017-6a78e34652f5,Григорий Эдгарович Ситников,45,М,Гинеколог,132787,бюджет,1975-04-14,855,elizarmamontov@ooo.ru
ae35c933-8b51-4b0a-bc1a-e99f70fd3f10,Авдеева Жанна Богдановна,84,Ж,Дерматолог,90008,бюджет,2007-09-19,313,krasilnikovaksenija@tetra.info
3957f003-e47b-4045-995f-671409387249,Василиса Ниловна Устинова,43,Ж,Ревматолог,52557,бюджет,1974-12-06,787,vinogradovjaroslav@ip.biz
e6f4929d-6fbb-47c9-b595-2edb30e1b042,Алина Леоновна Юдина,43,Ж,Вакцинолог,239738,бюджет,2000-11-30,433,erofedanilov@rao.net
470b7d0a-7f4c-4fa3-9da0-31dd41cc501a,Вероника Николаевна Терентьева,66,Ж,Кинезиолог,219546,платный,2015-10-12,808,samsonkalashnikov@oao.info
13f9d6a6-f791-4de1-b54f-d69c68b65a75,Прохоров Вышеслав Игнатьевич,41,М,Сурдолог,165793,платный,1977-12-17,397,silvestr1980@haritonov.info
211acb8b-03bc-4d9c-b578-dc4cb54a2965,Синклитикия Алексеевна Ершова,57,Ж,Иммунолог,186806,бюджет,2014-03-19,638,mefodi65@oao.net
bd7e72ad-cdd1-40a0-a271-dad026c3f153,Вера Юльевна Киселева,43,Ж,Вертебролог,151749,бюджет,2010-06-23,772,gleb1979@ooo.com
f6b21ceb-c3d2-43b8-9ea8-020b8bd71a5b,Афиноген Феофанович Анисимов,87,М,Нейропсихолог,124923,бюджет,1978-06-18,966,odintsovjaropolk@npo.org
06229192-312c-4413-825d-e089c8c928ad,Людмила Рубеновна Шестакова,47,Ж,Ортодонтист,99898,бюджет,1986-07-10,875,viktorin_1996@ao.biz
ac6937e6-09bd-4fb9-8c56-5b53a643cab0,Валентина Макаровна Кулагина,88,Ж,Пластический хирург,174010,платный,1970-02-19,174,snaumov@rao.net
ad467a96-871b-427f-ba40-a486f48fe3ca,Аксенов Валентин Викторович,41,М,Медицинская сестра (Медсестра),90666,бюджет,2014-05-16,841,ckonstantinova@rao.net
b4553bdf-0d57-4abd-a682-ccbc04a72864,Аникита Изотович Федотов,47,Ж,Фельдшер,53773,бюджет,1985-01-14,206,merkushevuljan@efremova.net
ea95cbba-a2fe-497b-80a2-d4c84d68e9a8,Маргарита Николаевна Князева,75,Ж,Терапевт детского возраста,160391,бюджет,2010-03-30,89,popovnikon@zao.biz
a739ebb7-c9fd-40a9-b87a-93ef5438410f,Бажен Иосифович Галкин,35,М,Психиатр,101184,бюджет,2002-07-24,303,marina_58@rao.ru
b6e17fab-8989-402a-af09-0ea3a7e9b6f2,Виктор Денисович Логинов,77,М,Гомеопат,80691,бюджет,1970-03-16,193,sergeevjakub@grishin.net
f8cb9673-09da-40b4-941c-7cff72045d2a,София Даниловна Гущина,52,Ж,Невролог,234157,бюджет,2003-09-02,17,miron46@oao.com
db606492-5040-4bc3-b67c-0a11da664321,Щукин Милан Жанович,72,М,Травматолог,95474,бюджет,2008-05-01,427,rkuznetsov@gorshkova.info
a3644711-69e7-4e51-8675-6edb614a4ea0,Сила Аверьянович Самойлов,29,Ж,Профпатолог,201479,платный,1974-03-22,151,trofim92@sladkovsko-zarechnoe.edu
ec8dd9a8-46d6-4808-8a47-1a57ce3ad84d,Родионов Олимпий Эдгардович,50,М,Диабетолог,163305,бюджет,1974-10-25,653,poljakovaalevtina@orlov.org
ab656a32-2d99-41a7-9f7c-361c05350143,Капустин Софон Трофимович,56,М,Профпатолог,179020,платный,1988-06-11,866,saleksandrova@vgtrk.org
46471066-a853-4201-86cf-c2ec1ce184e2,Терентий Иосифович Антонов,46,М,Гастроэнтеролог,124726,бюджет,2020-02-29,314,panfil45@rao.net
0d69ddc3-e5b5-40f9-bd6f-5701023451a6,Карпов Фирс Жоресович,76,М,Колопроктолог,166849,бюджет,1993-02-07,12,svetlana_89@zikova.net
6fb07532-f8cd-4d48-b29b-b02e2a2a0451,Фаина Викторовна Селезнева,37,Ж,Реаниматолог,174358,платный,1971-02-22,150,kozlovsofon@ip.com
c2db3da9-c997-466f-a80a-63c574f3746b,Пахомова Дарья Викторовна,82,Ж,Нейрофизиолог,42317,платный,1971-05-13,72,jsolovev@poljakov.ru
1b4cbf47-78d4-4d9b-b602-0a8c55eb91be,Елена Геннадиевна Назарова,71,Ж,Токсиколог,190241,бюджет,1990-09-16,590,ruslan72@ooo.ru
c5c0517b-ddab-4515-83eb-8701f39e4c65,Сократ Владиславович Баранов,50,М,Гнатолог,89049,платный,2009-12-23,377,konstantinovporfiri@ooo.edu
17236ac8-51e5-479c-ace8-94b5e2e9f8e9,Архипова Валентина Андреевна,86,Ж,Сурдолог,222041,платный,2006-04-04,989,valerjanfedoseev@zao.com
9b731566-e35d-413c-a38b-632d5c46891e,Чернова Алина Григорьевна,73,Ж,Химиотерапевт,71263,платный,2020-06-03,241,vasilevakira@muhina.ru
d7a51322-296c-4e86-85bf-2b1c019f5869,Тихонова Лора Яковлевна,57,Ж,Психолог,121684,платный,1973-10-07,978,shilovselivan@domrf.org
d143c517-2a8b-4ed5-8138-10602a2be963,Вениамин Давидович Вишняков,52,М,Фониатр,65119,платный,2010-09-09,920,czimina@rao.info
7bdbddc3-3a86-47ff-98d6-25e0db05cb58,Богданова Октябрина Андреевна,75,Ж,Массажист,229463,платный,1981-07-29,565,silanti76@rao.info
6527b687-9b0a-49fb-8376-8eb8c6b91a09,Субботина Алина Вениаминовна,42,Ж,Нарколог,217524,бюджет,1983-03-26,956,nina1995@ao.biz
ed33373f-fd20-4310-8b66-34736fe2d15f,Савватий Власович Доронин,40,М,Торакальный онколог,200126,бюджет,1979-07-01,983,avgust_48@blinova.net
ad76a23d-f090-4e05-96fd-c50555725ce6,Кондратий Димитриевич Красильников,41,М,Онкодерматолог,164010,бюджет,2015-04-24,329,miron_66@npo.org
b6467475-011f-4113-ad55-7cb97fea60f8,Наина Наумовна Белякова,78,Ж,Стоматолог-пародонтолог,94663,бюджет,2019-10-03,979,irakli1990@oao.info
3fc40d95-c1c3-40ba-8956-6a08ad32f23c,Исакова Синклитикия Ниловна,34,Ж,рофпатолог,133490,платный,2004-09-20,696,vladimir_93@oao.biz
83c51e5b-f7a7-4c61-b104-246033706610,Ермил Тимурович Сысоев,39,М,Онкоуролог,59734,бюджет,1987-10-09,820,igor_98@oao.net
77af2400-473f-44c5-95f6-2ebf8d6f4c45,Ксения Антоновна Данилова,79,Ж,Колопроктолог,124192,бюджет,2010-12-17,659,rusakovljubosmisl@turova.net
e0ae874a-21e1-4d0a-a8d1-ad9c1d6827bd,Пелагея Ждановна Лазарева,93,Ж,Ортопед,52995,бюджет,2010-07-27,12,qgerasimova@rao.edu
3940d659-ba41-4204-9225-31b2ed7381a6,Ефимов Демид Борисович,34,М,Детский психиатр,239948,платный,2013-02-24,715,tsvetkovaivanna@npo.biz
15be5b76-4ece-48ed-b571-cce09dcd98a6,Жуков Давыд Филатович,76,М,Рефлексотерапевт,166973,платный,1995-10-16,856,tihonovafevronija@oao.net
2197a5ec-4197-4f4c-b0b5-94d3010e2e4e,Шашкова Елизавета Игоревна,51,Ж,Аллерголог-иммунолог,149633,платный,2005-12-14,794,velimir_1988@oao.edu
dab4ba85-39a5-4b0e-a547-aca039d66552,Жданов Радислав Трофимович,65,М,Андролог,229247,бюджет,2022-01-16,749,florentin_17@tgk-16.biz
e79d85ec-a1d8-4b7e-90e8-d56154520452,Полина Кирилловна Рогова,85,Ж,Остеопат,232175,платный,1995-12-21,372,kostinaskold@ooo.com
050b2194-9238-4e9a-a7de-fd3c26023c60,Аверкий Дмитриевич Жуков,30,М,Терапевт детского возраста,54367,бюджет,1971-02-27,354,erast2009@ershova.biz
84ee5409-c169-4b41-963f-92f045c89c50,Третьякова Евпраксия Святославовна,28,Ж,Фтизиатр,222506,бюджет,1994-07-15,659,feoktist_87@ooo.net
9462b6ac-6015-47e5-ba18-a67c6ff8029d,Серафим Харитонович Кузьмин,70,М,Терапевт,190429,платный,2014-03-17,800,muhinavarvara@zao.net
fa1afcd7-4517-45ab-a909-426bebd81ce5,Кириллов Артемий Елисеевич,33,М,Аудиолог,124410,бюджет,2023-03-27,691,ynikolaev@rao.com
8e941bef-f176-479a-b933-b9e2fb2c95b0,Котова Прасковья Артемовна,56,Ж,Онколог,164674,платный,1970-02-14,814,antonina_1996@litkina.com
d4ff8ca6-3d0e-4a17-b216-8b624ac4e02a,Королев Борис Гордеевич,85,М,Вирусолог,97883,платный,1989-09-14,632,sofon_2007@ip.com
afdeae0d-6c29-4411-9b05-e57f4ee8ab73,Куликов Гремислав Феликсович,80,М,Миколог,205796,бюджет,2007-11-18,192,antonin2005@novorossiski.org
c6ac1d04-4b3b-4e18-8764-68ddb56365de,Глафира Тимофеевна Гордеева,74,Ж,Ортопед,225700,платный,1974-08-23,506,doroninamargarita@ip.ru
477838b9-a0a2-41f5-91ef-c9d9e342b26d,Олимпий Абрамович Васильев,29,М,Стоматолог-пародонтолог,80609,бюджет,2009-05-09,177,isakovaoksana@oao.info
a8bda8e5-a9c4-4b44-8d43-d3459e4bd5a5,Самойлова Нина Феликсовна,74,Ж,Остеопат,59816,платный,2001-06-10,872,sorlova@gazprombank.com
b195d741-13f0-42b7-b73b-bde70ec7450e,Савельев Мефодий Ярославович,88,М,Трихолог,225769,платный,1979-11-16,808,petrkovalev@ooo.org
8509a3c1-50aa-4e96-be35-9b5ced2bcfd2,Лыткина Фёкла Кирилловна,66,Ж,Генетический консультант,164932,бюджет,1977-10-15,946,kirillovpankrati@ip.edu
10015540-00af-46ad-bf57-890578ea9cb0,Шаров Остромир Абрамович,77,М,Специалист по клеточным технологиям,199763,бюджет,2002-04-02,992,roman1999@vinogradov.edu
58ccce52-ec15-4d88-93a8-ac89be0493a2,Владислав Филатович Шестаков,85,М,Вирусолог,82177,бюджет,1990-02-14,254,alina30@fk.info
313c2629-b9b1-49f6-9e85-9cad9953706c,Василиса Васильевна Мельникова,72,Ж,Лазерный хирург,167427,бюджет,1978-06-16,496,rjurik29@oktoblu.info
60558bd4-fe29-40dc-986c-4968eaba21c5,Валентина Александровна Куликова,39,Ж,Ревматолог,59025,платный,2016-05-09,107,gedeon_1995@psk.ru
5b8909f8-77fc-4718-800c-2af5ba3b4aa4,Тит Антипович Пономарев,28,М,Реаниматолог,115639,бюджет,1971-07-01,884,kazakovfilimon@zao.ru
602817c6-4ba4-4a51-8816-cc318bfbfa9c,Пелагея Наумовна Федосеева,70,Ж,Гепатолог,41627,бюджет,2021-08-28,641,grigorevasvetlana@gk.com
b51578b8-6163-4c98-802d-1e7e8e8f2553,Георгий Арсенович Игнатьев,76,М,Трансплантолог,132028,платный,1980-07-12,563,ljubomir2006@rao.edu
86f1ce27-d130-4570-9770-e5cc5a5cf559,Агафья Антоновна Шубина,87,Ж,Логопед,224699,платный,2020-12-07,178,luchezar2007@npo.net
ba906aa3-d041-4bff-bc02-40e3a13aebd0,Ермакова Марфа Николаевна,91,Ж,Онкодерматолог,158114,платный,1971-08-15,340,fedoseevsimon@gromova.edu
1528fffa-bf4b-4d39-adb9-cafbdfda4593,Мечислав Фёдорович Ситников,30,М,Трансфузиолог,170703,бюджет,2023-03-03,854,fedor31@ao.info
d6257ff3-f90b-47d4-acc0-146f699218a5,Колесников Радим Харлампович,37,М,Радиолог,91513,платный,1981-11-17,217,simonovaoktjabrina@oao.edu
b175617a-41e6-425d-989e-b57c87b348ed,Алла Ждановна Семенова,58,Ж,Комплементолог,152683,бюджет,2001-05-25,400,mir75@oao.ru
d1e2ba7f-12c1-445b-ad55-e930938a61c6,Белозерова Мария Александровна,50,Ж,Флеболог,187636,платный,1984-02-22,617,semenovevstafi@ao.net
3505b392-10c9-4656-811f-1b0cbe4356b2,Бажен Брониславович Шилов,82,М,Челюстно-лицевой хирург,108131,платный,2006-10-02,61,akim82@npo.org
d11cde34-1dca-4666-a094-0a97f8f3e3fd,Акулина Геннадиевна Федорова,91,Ж,Стоматолог-гигиенист,90810,платный,2013-01-02,236,potapovaevgenija@ip.net
e4ed3b1f-45d9-4269-b562-ad9aaae46c46,Казаков Георгий Геннадиевич,80,М,Нейрофизиолог,214035,бюджет,2003-04-05,93,tamara98@oao.org
0a6e27f7-6f59-4a3c-a569-169bfb411bb6,Константинов Андрей Григорьевич,63,М,Аллерголог-иммунолог,46263,бюджет,2002-09-26,784,valerjan57@rao.info
f299bdd8-bdf2-489d-98f0-2731ef1cf4aa,Зинаида Захаровна Колесникова,86,Ж,Гастроэнтеролог,56365,платный,2010-07-13,37,trofimermakov@ip.net
e902be6c-1260-4c34-b30c-82a2287f70eb,Регина Афанасьевна Тихонова,87,Ж,Малоинвазивный хирург,51658,бюджет,2006-05-13,337,zatsevboleslav@ao.biz
9fad22aa-89f9-4a14-9750-cfd5202c8a9d,г-жа Елисеева Агата Павловна,55,Ж,Токсиколог,223468,бюджет,1985-04-19,66,isakovatatjana@rao.com
5b141341-e916-4062-8d0f-17a052c5149e,Ольга Владимировна Максимова,38,Ж,Врач МРТ,71641,бюджет,2013-09-04,348,belousovamargarita@npo.info
e3b7431e-8c26-4ae1-ac31-333aa094950b,Карл Григорьевич Федоров,87,М,Врач скорой помощи,71184,бюджет,2007-01-29,111,alekse2011@evdokimova.info
72dd86f7-1b19-4f9a-bd1d-c4aaf5c2a315,Ефремов Венедикт Васильевич,61,М,Гирудотерапевт,223954,бюджет,1988-06-18,573,ekomarova@ao.net
3f8a4782-b9db-4ee8-a7ca-5d99b4403265,Никодим Владиленович Горбачев,86,М,Онкоуролог,203415,платный,1997-12-19,737,pimen36@kondratev.biz
9a3a290d-6cc8-4293-8e13-ac621c2e165c,Ульяна Филипповна Дьячкова,72,Ж,УЗИ-специалист,82047,платный,1987-12-17,292,lukjan_2019@rao.com
684607f6-36ed-4e51-ad44-dd334908b8d3,Корнилов Станислав Жоресович,66,М,Дерматолог,118648,платный,2010-12-16,717,gtihonova@denisov.com
9b1ac049-cac2-4282-aa39-7a2cffd82980,Антонина Леоновна Прохорова,33,Ж,Терапевт детского возраста,92284,платный,1975-05-31,219,onufriignatov@zao.net
d424623a-cb36-430b-be16-e85ac7722e0e,Шубин Федот Фокич,45,М,Микробиолог,221624,бюджет,2013-05-22,414,baranovavasilisa@suek.edu
acb84afe-81f6-4c26-a5a2-ee4a0316f1f1,Галактион Валерьянович Колобов,68,М,Врач функциональной диагностики,57478,платный,1975-01-29,399,akoroleva@arktikgaz.ru
1e0aaf37-530a-4b5f-91d9-8ee680ac290b,Арефий Чеславович Калашников,56,М,Сосудистый хирург,71682,платный,1982-06-24,946,sokolovsolomon@ip.com
4d4d0329-97a9-4fe8-99d3-235f20edf13c,Ипатий Юлианович Хохлов,40,М,Колопроктолог,158984,платный,1994-12-13,195,blohinazinaida@oao.ru
b6839215-ae09-4de5-a3f3-93e4cab38ef5,Демид Данилович Субботин,57,М,Ревматолог,77970,бюджет,2021-07-23,672,birjukovpolikarp@npo.ru
cd67193e-17d2-4255-a3db-7da6e04d0606,Князев Аникита Ефстафьевич,85,М,Трихолог,201633,бюджет,2013-03-29,926,ivan_1971@zao.com
5bc25b6a-e284-49df-b245-3b4f2a316029,Климент Дмитриевич Панфилов,71,М,Сосудистый хирург,185372,бюджет,1972-11-16,999,hfedorov@zao.info
e68028ef-6732-4950-9f0c-458609247da6,Велимир Ильясович Кулаков,77,М,Миколог,90157,платный,2017-12-27,982,blinovatamara@antonova.ru
fd121f0b-d00e-43bb-86b5-51e16086e9b4,Степан Ермолаевич Пестов,64,М,Флеболог,202455,платный,1980-03-13,172,kazimir76@omk.net
89cc76b2-fca6-4b23-95c3-11f41c3e3525,Екатерина Святославовна Данилова,75,Ж,Иммунолог,207170,бюджет,2018-08-15,51,arkadi2022@rao.ru
776610d6-47aa-4a3e-bfa5-fba243849cf0,Муравьева Лора Даниловна,35,Ж,Трансплантолог,151918,бюджет,2003-10-12,801,velimir_2022@ooo.info
fb11ac39-e55b-42c9-a0b1-f6850f400cef,Изот Трофимович Борисов,35,М,Сомнолог,115148,бюджет,1973-01-23,331,sitnikovnarkis@zao.com
77250677-d914-48c8-968d-ab39a72a34cf,Беспалова Василиса Артемовна,87,Ж,Клинический психолог,40030,бюджет,1993-05-07,586,filatovevlampi@zao.org
c15da771-9dbc-41b6-b7e2-b9950711f565,Прасковья Егоровна Фомина,51,Ж,Стоматолог,239393,платный,2009-09-23,16,vasilitretjakov@ip.com
5971aff1-0f10-4a28-a375-480885a6ca65,Никитин Эдуард Иосифович,61,М,Фельдшер,75457,платный,2006-04-21,347,nikiforovaksenija@ooo.biz
2c218eba-d744-4dbb-8dce-8d49ee251ada,Емельян Изотович Симонов,28,М,Химиотерапевт,199862,платный,1971-03-28,900,taras2006@rao.info
b95ff568-ba10-4721-9656-f1efa390bbe9,Шестаков Игнатий Марсович,89,М,Стоматолог-терапевт,111283,платный,1972-04-07,804,mefodi_2003@ooo.net
856ee013-8e38-4983-9e47-bd5a2dae3852,Константин Фомич Абрамов,90,М,Фониатр,177944,бюджет,1972-03-26,454,filippovvadim@npo.edu
29929754-d1d4-434e-9c3a-4e40d2fe97a9,Лонгин Арсеньевич Киселев,85,М,Травматолог,60783,бюджет,1993-02-14,68,andreevspartak@npo.org
