e1ce3d86-f7ce-4d0e-be76-d9cbba6a37ba,Кулагина Фёкла Владиславовна,2016-09-17,Ж,65,245-925-758 40,1011739755302071,"клх Иваново, бул. Петровский, д. 26 стр. 713, 317162",+7 841 572 25 00,False
764c0ba6-9150-4574-b4dc-fe96e46657cf,Велимир Гаврилович Панфилов,1980-10-17,М,13,131-853-626 4,7520270645128481,"д. Томари, бул. Раздольный, д. 9 стр. 6/5, 560946",+7 (123) 092-76-12,False
d8907e4a-a837-4913-99c2-82d2c1fb1114,Зыков Варлаам Зиновьевич,2007-06-12,М,61,983-218-056 12,8040192632715506,"к. Мостовской, ул. Революционная, д. 517 стр. 1/5, 835077",8 196 035 73 62,True
0b397d58-9cee-4922-9ac1-c414e7556c7e,Артем Измаилович Фадеев,1987-03-11,М,48,686-031-733 40,3968719388974135,"ст. Приморско-Ахтарск, пр. Шахтерский, д. 3/2 стр. 2/1, 478546",8 (167) 851-03-08,True
016ca37c-c55a-4da9-8327-37e1ad0253b3,Ларионов Кондрат Харлампович,2012-02-22,М,10,621-622-050 1,5624182230217686,"ст. Ставрополь, алл. Стахановская, д. 29 к. 62, 411108",8 (604) 926-0700,True
e1f26c22-d618-4967-9dd6-7a7762f10746,Логинова Милица Рудольфовна,1995-09-25,Ж,45,769-063-070 51,8202915695282694,"д. Саранск, ул. Краснодарская, д. 5/7, 996304",8 421 836 50 51,True
343cc9e8-da10-4977-94af-c22ef2140b5f,Мариан Ефремович Ковалев,1992-03-08,М,71,077-741-105 60,5958562044874800,"к. Саров (Морд.), наб. Гоголя, д. 5 стр. 868, 043007",+7 (264) 487-9052,False
eb278949-faea-4c04-87ac-872e927a3b5a,Дорофеев Егор Феофанович,1999-03-16,М,105,655-916-147 ,3881552545009833,"п. Невьянск, наб. Енисейская, д. 54 стр. 1, 356506",8 708 514 53 63,False
4e7deb56-69d3-4bc8-b6d2-e99ab6c7c84b,Василиса Филипповна Лобанова,1994-10-16,Ж,75,021-389-292 85,4208323272575094,"г. Краснодар, пер. Угольный, д. 85, 330351",+7 615 022 46 20,True
907a7c2f-54a2-4794-a43c-47fdd1bb30ca,Маркова Акулина Игоревна,1991-05-01,Ж,101,883-407-304 53,8693113306834177,"клх Гатчина, пр. Чайкиной, д. 7, 304693",8 008 440 5502,False
f8759130-7cbe-4de0-a70e-940f8826464b,Ковалева Маргарита Даниловна,1999-11-11,Ж,67,494-178-261 9,2421195809380082,"ст. Кировск (Мурм.), наб. Казанская, д. 8 стр. 2, 245038",+7 (211) 380-2536,True
7e50db53-bf71-48ee-8851-d47cbdbddafd,Максимильян Якубович Матвеев,2017-10-21,М,91,974-504-614 36,2104583374652636,"с. Курганинск, ш. Орловское, д. 39 к. 7/5, 949223",8 (831) 674-0958,False
6994b4a1-d89e-46b6-a048-509f27947a4d,Киселев Прокл Евстигнеевич,1981-05-24,М,36,524-005-642 58,6978529180364779,"к. Междуреченский, алл. Инженерная, д. 2 к. 9, 691789",+7 (333) 565-40-83,True
7948ff4f-53d1-430b-b7cc-5db09b5d7e28,Петухов Лазарь Игоревич,1972-03-21,М,82,374-361-115 64,2188803790564480,"д. Назрань, ш. Тамбовское, д. 97 стр. 5/7, 474416",8 (224) 035-4724,True
d49a5a06-8a74-4dbf-a1bf-5c6e75f985b2,Воронов Изяслав Дмитриевич,2013-05-11,М,104,804-052-735 26,8614065459374740,"с. Ряжск, пр. Никитина, д. 774, 278100",8 (370) 195-4162,True
7fe4875e-65c5-49dd-a22c-5c5250c1ca43,Галина Александровна Кабанова,2022-10-12,Ж,103,261-871-872 82,4615152975048938,"ст. Алексин, ш. Ударное, д. 174, 182838",81728225358,False
4c20b793-075d-436b-b9b5-0609fca18207,Беляев Фирс Феликсович,1985-09-18,М,77,864-861-275 87,1671220861377312,"клх Сибай, ул. Станционная, д. 2 к. 26, 082627",+7 (081) 234-23-28,True
0a7a1e88-bdcf-4554-9fec-f15b6f9f540d,Кошелева Антонина Аскольдовна,2018-09-05,Ж,48,331-672-202 86,8155133402352983,"г. Южноуральск, ш. Титова, д. 9/5 к. 14, 372472",8 651 769 5495,False
0ece29ac-9f17-45ba-b0f8-c1643622f179,Сергеев Модест Ильич,1976-11-29,М,44,538-413-676 76,1381285829154163,"г. Диксон, ул. Радищева, д. 58 стр. 971, 212266",8 (815) 651-0169,True
9eea877f-e0ab-4a3a-bf59-e218cf212f1a,Пахомова Юлия Анатольевна,2003-01-06,Ж,14,403-515-387 86,0632848465728039,"к. Кош-Агач, бул. Шаумяна, д. 305 стр. 3/6, 129220",8 524 756 9420,False
8e49c1d3-52f1-4dc8-bb6f-35003a8a9ede,Борисова Ираида Кузьминична,2023-07-26,Ж,74,779-847-406 78,3218531033817090,"к. Иваново, ул. Клубная, д. 883 стр. 103, 210993",+7 (793) 422-10-28,True
4a1db330-fc84-4a92-8045-115e40e7d638,Маслова Маргарита Дмитриевна,2004-10-07,Ж,38,237-089-757 27,9770458821675528,"клх Енисейск, ш. Озерное, д. 7/4, 175164",8 312 750 2824,False
79ed8aaf-80bf-421a-abaf-df3376b0011a,Горбунов Сидор Александрович,1998-01-04,М,16,958-744-284 73,6459653536959148,"к. Салехард, ш. Николаева, д. 143, 872274",8 514 415 4854,False
15ba6414-b285-423b-bf49-2f0eafeda736,Фёкла Даниловна Гаврилова,2014-02-14,Ж,67,997-744-184 75,9479295523478185,"ст. Ряжск, алл. Седова, д. 5 стр. 3/7, 986091",+7 (567) 056-96-10,True
54c8ad22-de30-41b8-8201-7f397ae325bd,Потапова Тамара Тарасовна,1976-09-11,Ж,80,044-491-596 54,9636786088907117,"п. Вендинга, ш. Свободы, д. 543, 136703",+7 820 760 78 88,False
b9bf358a-064e-4894-8bdb-d3c4ff7bc052,Валентин Владиленович Егоров,1970-01-01,М,7,706-240-549 ,1559067957441274,"к. Черняховск, наб. Ильича, д. 6 к. 5, 577438",8 807 703 28 37,False
74be25da-6320-484c-ab9d-61d44230293b,Фокин Арефий Демидович,2012-06-13,М,24,181-676-310 57,0460899339453450,"д. Черемхово, ш. Коммунальное, д. 2/3 к. 6/5, 579894",8 (906) 690-96-82,True
408bce76-fa51-48f5-b07d-e575ac077c16,Людмила Владимировна Владимирова,1993-03-22,Ж,13,518-479-988 68,1751396085026782,"д. Усмань, наб. Беляева, д. 529 к. 730, 904626",8 572 323 15 37,False
dc7af709-5917-421b-b2c1-40ec83478054,Орлова Елизавета Федоровна,2014-04-15,Ж,75,378-464-216 14,4662519574884626,"с. Биробиджан, ш. Заречное, д. 3, 017403",8 159 663 8296,True
b9f09abf-020c-436c-8eb2-0d42cda354c4,Кудряшов Сильвестр Харлампьевич,1993-10-14,М,18,498-353-300 79,3519660443508272,"клх Губкинский, ул. Ручейная, д. 78 к. 8/4, 645010",+79198414799,False
311e7cdf-0c5f-4ba9-88c0-29413b7dbfa2,Гремислав Бориславович Васильев,1999-07-13,М,102,396-474-074 ,9131008730875989,"к. Железногорск(Курск.), ул. Цветочная, д. 4 к. 49, 355076",+7 736 197 9649,False
82edcf08-8416-4fee-abb5-4875090bdafe,Тетерин Гостомысл Артурович,2003-01-02,М,20,862-452-411 77,8003424743162311,"к. Северодвинск, ш. Николаева, д. 6 стр. 26, 243650",8 103 967 7162,True
4ff3d734-5611-43de-8814-d5e39bafaeee,Милен Терентьевич Бирюков,1978-09-13,М,83,650-576-104 51,0066106389331652,"к. Кулу, наб. Техническая, д. 48, 466161",+7 512 194 2198,True
48c280a9-5367-45a4-8355-343140178f34,Виктория Леонидовна Осипова,1978-01-18,Ж,50,235-068-296 61,3492911679635222,"клх Сорочинск, алл. Степная, д. 16 к. 83, 159737",+7 (166) 179-28-67,True
20d0b898-aea4-45a3-93ee-2b3a26efb2a2,Соловьев Карп Артурович,2007-01-30,М,47,157-112-779 63,8077290488837330,"г. Усмань, ул. Байкальская, д. 8/2 к. 48, 084864",8 429 808 68 08,False
51a50592-b241-41c9-9492-ea32709495ee,Блохина Нонна Рубеновна,2007-11-03,Ж,39,682-322-151 83,4214653340855433,"д. Ребриха, ул. Мусы Джалиля, д. 9/2 к. 1, 703698",+7 (863) 019-9274,True
08a025ac-1bfd-41ed-a40e-a0ddca4e9c4f,Марков Афиноген Давидович,2003-11-08,М,23,797-488-977 71,6357120872703482,"клх Зеленогорск (Ленин.), ш. Профсоюзное, д. 6 к. 19, 835983",8 378 053 0834,True
63f43ff0-3b3c-43db-ac8f-e81ab3eeff3c,Копылов Сигизмунд Демидович,2008-12-16,М,10,147-956-530 15,6919713878440234,"п. Челюскин, ул. Журавлева, д. 796 стр. 3, 397089",8 (287) 532-9796,False
a465e013-e977-4e8d-bda1-6826b8f580e9,Лазарев Игнатий Изотович,2021-09-03,М,41,548-117-595 62,9992552615525432,"д. Анадырь, ш. Черемушки, д. 6/2 стр. 4/2, 051186",8 (806) 479-3460,False
300e5f49-62ec-4c24-872c-615dadaffc0f,Константин Давидович Одинцов,1975-01-25,М,32,142-053-933 29,2218435506070017,"с. Чебаркуль, ш. Стадионное, д. 374, 624231",83036797843,True
943f8812-87b1-49bc-a0bb-cb2cfeedf412,Герасимова Любовь Тимофеевна,1975-04-27,Ж,2,383-917-163 8,3189896762266105,"г. Кингисепп, ш. Халтурина, д. 9/3 стр. 59, 819001",8 753 260 25 28,False
615e4de1-3ce6-44f3-965f-c80763e72c9b,Кабанов Аполлинарий Федосеевич,1977-10-30,М,29,654-109-588 45,7944424743755523,"г. Ребриха, ул. Невского, д. 52 к. 6, 694137",+7 944 659 4399,False
f7687c19-66e6-4149-9d6a-6d70a315aed2,Ширяева Дарья Альбертовна,2017-05-13,Ж,52,801-511-060 10,9844387245253308,"п. Заводоуковск, пер. Журавлева, д. 794 стр. 2/6, 528650",+7 (992) 754-6584,False
a953780b-6488-402c-8872-3e374f317920,Воробьева Вероника Петровна,2013-11-10,Ж,76,817-791-244 9,0540519112246116,"с. Можайск, наб. Лесозаводская, д. 2/6 к. 385, 483295",8 321 486 8405,True
ac1c8650-152a-44d1-ac01-34510ea96bf0,Симонова Зинаида Григорьевна,1993-10-22,Ж,32,083-522-959 51,0817181356784404,"клх Черусти, наб. Новгородская, д. 655 к. 179, 176630",+7 694 938 2536,True
ec6109a4-4744-43e3-8754-0df2a0d0cbde,Мартынова Агафья Харитоновна,1992-12-23,Ж,33,830-032-264 62,1827689285898305,"г. Белый Яр (Томск.), пр. Декабристов, д. 68 стр. 72, 076174",87013128422,False
e5c491b9-b2d5-46e4-a62f-1be2757f012e,Харитон Демьянович Блинов,1985-02-04,М,84,069-553-211 68,3547858436422043,"с. Беслан, наб. Профсоюзная, д. 8/9 стр. 7, 056222",84124086103,True
49428bd4-c9c0-4f96-8bb1-6cb90f53f259,Евпраксия Макаровна Кабанова,1996-01-18,Ж,11,921-284-075 12,6301839390734317,"с. Клин, алл. Средняя, д. 936 к. 680, 108502",8 (126) 564-8370,False
efe9c177-6c7c-4f86-a01d-c1c519de30c4,Майя Рубеновна Кудрявцева,1983-02-28,Ж,89,958-025-995 39,8347162501449378,"с. Коломна, ул. Детская, д. 3/2 к. 5, 514450",+7 585 090 2039,True
8fd84ff3-445c-4d00-bf3c-3725c9aee26e,Сафонов Игнатий Феликсович,1979-01-16,М,3,825-830-688 50,7629739737803980,"п. Горячинск, ул. Российская, д. 86, 239624",8 (844) 813-4322,True
cd27145b-72ea-4fe3-be9e-94b7c9f1a809,Титов Александр Федосеевич,2010-10-08,М,66,543-693-244 10,8349496135914030,"п. Гагарин, алл. Мусы Джалиля, д. 9 стр. 71, 296534",+7 935 018 02 36,True
c7d55d79-89dd-4b4e-a8a9-4c97f499ec49,Калашников Ростислав Зиновьевич,1978-06-12,М,39,603-849-808 53,6004294292220040,"клх Шилка, ш. Придорожное, д. 28 стр. 904, 047841",80008061821,True
b4b44e39-dea1-4f7e-9288-01608684ad25,Мария Болеславовна Гурьева,2006-10-20,Ж,57,785-520-445 28,0929778849229633,"п. Октябрьское (Хант.), бул. Азина, д. 2/5 стр. 2, 872661",+7 842 784 7559,False
1a74265d-4778-4bfe-93d7-ca520446d964,Прасковья Аркадьевна Кабанова,2013-09-09,Ж,58,148-141-354 41,3125683181196245,"п. Лодейное Поле, ул. Тамбовская, д. 302 стр. 2, 046154",8 426 055 21 09,False
2c1e2d97-9a13-4d1a-9129-aaf61bd4c6c3,Лапин Милий Георгиевич,2003-07-24,М,78,902-899-390 63,0673780332782675,"ст. Воскресенск, пр. Звездный, д. 2/8, 250407",+7 (703) 478-8910,True
322af3f4-7466-4473-b6c1-01c50c403d8d,Ладимир Ильич Давыдов,1983-09-06,М,48,386-223-509 12,9181846722101805,"к. Лагань, наб. Фадеева, д. 66 к. 2, 725758",+7 (605) 520-9204,True
0275d65c-0264-4c3c-a233-5361382f640c,Афанасьев Пантелеймон Афанасьевич,2020-05-23,М,65,129-176-458 55,8305060119312760,"д. Усмань, алл. Бульварная, д. 8/1 стр. 1, 240414",+7 799 506 3568,False
b60a9f16-c537-4142-9ace-9b995e7e327b,Рюрик Гаврилович Игнатов,1970-01-25,М,40,896-041-040 ,2015589175848483,"д. Находка, бул. Локомотивный, д. 882 к. 49, 985137",+7 (802) 891-7536,False
3df7aab3-3727-4127-b893-5db04dadc152,Герман Трифонович Симонов,1998-10-29,М,60,665-847-436 69,9339937327559754,"г. Курск, ул. Харьковская, д. 812 стр. 915, 269062",+7 046 636 2654,False
e87871fa-6e73-4e7c-ad2d-5641b0dfc86b,Потапов Юлиан Тимурович,1994-12-11,М,68,765-359-143 10,7356354830801874,"ст. Данков, бул. Лермонтова, д. 8 к. 428, 877813",+7 679 359 9589,True
a2ddd45d-a468-4d60-b1f2-48478cf5a415,Марков Владислав Антонович,2019-11-13,М,94,225-572-710 56,6542497486722902,"г. Поярково, пер. Чайковского, д. 66 стр. 1/3, 628862",81189778928,True
a3d3e589-5249-4b3c-9705-f8446047ff4f,Светлана Кирилловна Федосеева,1996-01-08,Ж,84,890-391-913 14,1523447320892463,"п. Тула, алл. Южная, д. 9/7 к. 295, 031029",80152989956,True
39552d18-e4d4-4345-8c03-0a5ed4b18114,Зимин Гурий Терентьевич,1978-10-08,М,41,105-556-787 29,6655325119890306,"д. Мичуринск, бул. Почтовый, д. 411, 030408",8 (957) 512-2253,False
1517bfd7-fbd5-41bc-ae2c-8112ccf59024,Артемий Федотович Мамонтов,2022-06-23,М,24,883-598-259 21,7684241509272813,"ст. Уренгой, алл. Донская, д. 45 стр. 88, 979563",+7 (823) 818-1103,False
0b6233f6-b35b-42e1-9072-41f0143f0393,Субботин Венедикт Жоресович,1976-11-10,М,82,820-939-217 ,9889644364027931,"клх Зеленоград, ул. Казачья, д. 544, 438165",+7 (773) 005-6449,True
fe0ec62c-e817-4528-8297-2b0d055a2231,Беляева Лора Николаевна,2011-06-14,Ж,6,157-823-974 55,4867140713300630,"с. Тамбов, ул. Набережная, д. 200 стр. 82, 045142",+7 (718) 722-78-93,False
ade5a423-e384-423d-b71d-37c36603ea9e,София Алексеевна Муравьева,2005-10-07,Ж,80,543-836-844 73,9142152418485808,"д. Дно, ул. Тихая, д. 285 к. 94, 592023",8 (133) 248-60-71,True
cf68dda7-68d0-49e3-b962-ac7a54424b3a,Поляков Самуил Юльевич,1984-06-14,М,2,097-012-465 24,8901748317074634,"с. Кулу, бул. Восьмого Марта, д. 981 стр. 6, 669349",8 751 707 0951,False
aa58fa9d-e302-41b2-9fbb-4db2b6f67c07,Лапина Анастасия Архиповна,1974-07-22,Ж,11,825-252-428 13,2105427004343822,"с. Салехард, пр. Томский, д. 388 стр. 381, 490877",8 (831) 060-58-74,True
8c947c0e-0afd-4d33-b2e7-40e5e76b8d8b,Оксана Михайловна Сорокина,1996-05-12,Ж,75,518-192-899 1,4781545784511013,"г. Урай, бул. Л.Толстого, д. 516 стр. 32, 715448",+7 258 333 17 48,True
9c4a80f5-7652-454d-b431-837132de299a,Сысоева Агафья Валериевна,2012-10-03,Ж,58,162-278-816 74,0212872954927621,"г. Таганрог, наб. Геологов, д. 909, 144862",8 (879) 835-8388,False
ff102014-dd1a-41c2-9986-44f830beed8f,Мясникова Агата Даниловна,1996-03-16,Ж,76,404-993-438 63,0448423378430545,"г. Новгород Великий, пр. Советов, д. 7, 744114",8 864 434 1383,False
1c1689a8-dfb3-478b-a719-30887272cb45,Носов Емельян Валерьевич,1987-06-10,М,73,447-475-751 90,5510911838951859,"п. Чебоксары, пр. Овражный, д. 8 к. 5/3, 445543",+7 (450) 254-79-65,True
f99b4a25-f35a-4ca9-bacb-22e4904c9bdb,Колесникова Татьяна Евгеньевна,1982-10-07,Ж,80,616-390-772 ,8662981798170628,"г. Каменск-Уральский, ш. Кедровое, д. 591, 219385",+7 763 719 58 44,True
bb790a0b-cfb5-41ab-a6f0-e2af439d8e29,Сорокина Зинаида Ефимовна,1977-03-06,Ж,18,174-724-836 79,4292780173649968,"клх Куртамыш, пр. Леонова, д. 6, 305185",8 (410) 929-5470,False
37ec9f0e-870d-4a46-82c8-2f8f172efa8f,Данилов Константин Афанасьевич,2014-03-01,М,98,249-450-888 32,4621815902371699,"с. Ульяновск, бул. Короткий, д. 5, 576424",+7 432 194 17 95,True
211c90e6-667f-42cf-bfb1-932b1b5e1a19,Лебедева Агата Даниловна,2013-11-08,Ж,61,297-138-389 28,7749169447322494,"клх Благовещенск (Амур.), пер. Осенний, д. 248 к. 5, 740854",84410047137,True
0511fba4-8312-4773-81f3-049dc021f2f1,Мухин Савватий Иларионович,1979-11-29,М,77,350-620-172 73,3293552598443839,"клх Сызрань, алл. Красная, д. 85, 949856",+7 (100) 848-7269,False
808648ff-ea0f-4e33-a0f8-2770865284bc,Фокин Данила Димитриевич,2012-08-11,М,101,726-779-513 86,4443953503159167,"к. Гаврилов-Ям, алл. Дзержинского, д. 4/6, 065078",+7 977 928 12 20,True
c514c819-9362-4a09-970d-c98e365d1f0b,Азарий Иосифович Антонов,1986-01-21,М,58,553-545-579 36,4446051721263648,"п. Кулу, ш. Октября, д. 8 к. 763, 444777",+7 (799) 138-3396,False
4f4f221c-3c6e-4093-a0cf-fe468957980f,Феврония Сергеевна Гусева,1986-01-09,Ж,47,981-532-832 28,3847703854193519,"клх Кунгур, алл. Крайняя, д. 471 стр. 9/1, 312966",+7 (530) 645-6210,False
d1e6f582-adc2-42db-b1de-20528af08466,Бирюков Сергей Давыдович,1991-06-15,М,14,734-011-025 3,2642238354379155,"ст. Новая Игирма, бул. 8 Марта, д. 65 к. 7/5, 505921",83225544819,False
f77808e3-ef50-48e7-b79b-273931220c9a,Ермолай Артурович Игнатов,1979-10-12,М,70,505-290-021 2,7269846130961621,"ст. Краснодар, алл. Почтовая, д. 631 стр. 19, 813928",+7 (595) 449-22-18,True
357b0fb4-75d0-4456-b362-ea28875fdafa,Кузнецова Татьяна Аскольдовна,1972-05-28,Ж,98,546-567-818 43,7554284498136022,"с. Кузнецк, алл. Войкова, д. 607, 989229",+7 (531) 223-58-08,False
1f2699c6-6b1a-4c9d-adde-63f9bed04ff4,Новиков Лукьян Вилорович,2002-04-29,М,5,712-790-105 61,4673524251728573,"с. Лодейное Поле, ш. Коммуны, д. 522 стр. 95, 930224",8 (340) 700-95-13,False
f93c3e2b-f45c-4352-8896-53f8231cbd99,Жданова Юлия Семеновна,2011-09-30,Ж,46,571-398-936 34,6805905861539779,"г. Онега, ш. Советское, д. 4/8 к. 129, 401938",8 (936) 740-9918,False
832beb81-c381-4bec-b693-45423154d15f,Макаров Лукьян Елисеевич,2007-03-19,М,25,667-451-297 67,0367469529004513,"с. Ельня, бул. Шоссейный, д. 3 к. 73, 189061",82161269956,False
6cb784e6-574d-45e1-a053-78f13bb2d8bb,Григорьев Милен Демьянович,1985-12-28,М,104,914-867-836 41,6126696065354824,"клх Невельск, наб. Заовражная, д. 6/1, 117635",+7 308 525 2554,False
0089c66a-6aa1-47a6-8191-eee7d0842bef,Тарасова Агата Викторовна,1995-08-31,Ж,6,673-091-098 78,3737919654105923,"клх Саратов, бул. Папанина, д. 483 стр. 6, 325075",8 595 769 47 22,True
ff972a75-ee4b-4d0a-8f3e-e0cfd4d50cc7,Марфа Юльевна Стрелкова,2018-12-17,Ж,40,407-546-394 72,6371289475185274,"клх Джубга, ул. Советская, д. 5/8 стр. 1/9, 566764",+72777528275,True
e049d9fa-526a-4720-8d53-d85ff1ba1bd5,Ладислав Виленович Фокин,2007-07-26,М,47,151-603-680 39,0561915395406882,"п. Невинномысск, пер. Бабушкина, д. 8/4 к. 3/9, 394568",8 (995) 772-10-38,True
57f1028f-3f74-400b-8799-c31e5b6e4152,Людмила Ждановна Стрелкова,2007-04-12,Ж,92,253-937-995 8,7979702263039695,"ст. Тулпан, бул. Бульварный, д. 89 к. 2/2, 719545",8 494 827 1440,True
71c6d89f-731d-4e0f-b2b8-c4831e15cef1,Елизавета Антоновна Кононова,1971-10-30,Ж,99,496-366-933 70,9166233658668383,"с. Екатеринбург, пр. Олимпийский, д. 665, 320135",80163396831,True
90adc9db-cbe9-4aa8-8e00-ff29999caf97,тов. Владимиров Борислав Викентьевич,2007-03-13,М,88,453-896-906 49,8175953347502080,"д. Белореченск, пер. Микрорайон, д. 873 к. 60, 432987",+7 917 903 16 65,True
3feb8f08-c35c-4906-9f9d-9d27ba222087,Куприян Харлампович Ефимов,1992-07-04,М,99,117-923-023 70,7336055349326922,"ст. Ряжск, ул. Рыбацкая, д. 35, 424690",+74858355040,True
1d69e8a8-e9e0-4630-a562-51c3cb6fb24b,Тимофей Ефстафьевич Захаров,1999-05-30,М,94,118-918-067 75,2061125236162918,"п. Шуя, ул. Клубная, д. 560 к. 8, 226561",8 795 496 1955,False
8abe1550-4156-4527-9bae-a05f57af9404,Татьяна Макаровна Пономарева,2001-02-17,Ж,38,828-862-034 31,3739930497396871,"клх Гремячинск (Бурят.), алл. Калужская, д. 5/2 стр. 4, 074206",+7 (023) 414-99-82,False
2e13643b-38f5-41b1-bce6-343893c0507b,Матвеев Клавдий Валерьевич,1981-09-02,М,24,239-853-793 44,6138792992461922,"п. Кыштым, пер. Металлистов, д. 81 к. 6, 300150",+7 (810) 928-02-98,False
4ecf9ad3-d517-43bc-830a-b4c9a2090b41,Елисей Аверьянович Савельев,2006-02-27,М,80,260-251-914 41,2621579764157694,"ст. Усть-Кулом, пер. Вишневый, д. 3, 105693",+78991648221,True
d3b2da78-2dc5-4750-a511-81b111e172ad,Александрова Оксана Макаровна,2003-06-23,Ж,57,598-285-814 77,5824586648252500,"г. Кизилюрт, наб. Мирная, д. 23, 185648",+71061300556,True
3cdaa8d4-de4a-4e41-8451-d21d1d36ba80,Екатерина Ниловна Лапина,1988-12-18,Ж,4,871-625-762 ,0329305794801799,"г. Гудермес, пер. Шахтерский, д. 839, 042665",8 (859) 107-0064,False
11be730c-fc6a-4125-bc49-a1ec94ae4d93,Лариса Кузьминична Макарова,1979-02-03,Ж,87,538-510-914 34,9875148650928893,"п. Ессентуки, наб. Чайкиной, д. 92, 334364",85590590980,False
6244f1b4-d52c-4407-a3b0-85b531002ce4,Ульян Александрович Лыткин,2005-05-06,М,31,295-239-485 53,5212390811863575,"п. Кижи, алл. Угольная, д. 7, 895884",+7 428 004 2549,False
7f14791e-085f-4881-8254-04757cf72315,Крылов Бажен Всеволодович,1984-10-21,М,49,366-343-587 57,3655650630561495,"клх Бомнак, алл. Минская, д. 81 стр. 359, 133145",+7 339 223 08 40,True
64a1ce57-29b7-416d-8f82-40f373dfd7d9,Лидия Александровна Кондратьева,1997-12-04,Ж,85,546-126-121 88,4430786393059613,"ст. Кириши, алл. Жукова, д. 1/4 к. 725, 077037",8 (637) 953-74-88,True
a58b9237-8421-4b86-836b-018b0531f337,Петров Глеб Бориславович,2003-05-04,М,102,964-009-660 24,1033445712239999,"к. Камышин, пр. Аэродромный, д. 7, 679395",+7 (263) 336-7751,True
dc4cdc4c-4fbd-44de-9a86-d9b2366e341c,Фокина Лора Викторовна,1996-12-09,Ж,10,020-387-437 89,4208592994577707,"п. Архыз, пр. Запорожский, д. 506, 633358",+7 018 556 6538,False
f590e51c-eaf3-43a1-96a3-daa022ac4699,Белякова Мария Захаровна,2006-08-26,Ж,34,407-453-726 ,2505953278370700,"с. Зеленогорск (Ленин.), пер. Спортивный, д. 5 к. 205, 464263",82900256723,True
5ed19fb1-60a2-4aef-8061-1a160876a446,Лебедев Каллистрат Елисеевич,1994-08-18,М,87,583-142-918 ,1813759809626502,"с. Карабудахкент, пер. Пархоменко, д. 9 стр. 155, 921836",+7 063 997 9872,False
