Автоном Данилович Тетерин,85000,159,3610.0,49,89,112,54,40
Автоном Ефимьевич Комаров,89000,175,3950.0,40,67,140,55,80
Автоном Теймуразович Сидоров,76000,155,3650.0,40,73,134,95,80
Автоном Тихонович Соловьев,80000,190,3920.0,46,86,127,93,30
Автоном Якубович Константинов,91000,161,3540.0,47,63,123,97,60
Агап Елизарович Быков,72000,165,3530.0,43,75,108,91,90
Агап Ерофеевич Назаров,96000,162,3670.0,46,79,140,97,80
Агап Трофимович Давыдов,73000,175,3950.0,48,86,122,100,110
Агата Архиповна Вишнякова,100000,173,3000.0,31,71,107,59,70
Агата Борисовна Копылова,88000,176,2620.0,28,66,124,95,100
Агата Вячеславовна Блинова,62000,165,2660.0,31,80,134,84,110
Агата Геннадиевна Борисова,53000,186,2580.0,29,63,117,68,60
Агата Григорьевна Сысоева,46000,172,2620.0,27,74,117,64,90
Агата Дмитриевна Силина,70000,160,2710.0,25,68,139,92,60
Агата Ефимовна Зыкова,52000,194,2880.0,28,68,124,92,70
Агата Ефимовна Мишина,88000,184,2550.0,27,66,127,58,30
Агата Мироновна Дорофеева,63000,171,2920.0,31,73,105,78,60
Агата Николаевна Щукина,55000,167,2750.0,30,69,102,96,110
Агата Руслановна Суханова,80000,160,2900.0,29,68,134,94,70
Агата Феликсовна Комарова,49000,162,2960.0,33,78,118,57,120
Агата Эдуардовна Терентьева,80000,156,2790.0,32,63,134,58,50
Агата Яковлевна Овчинникова,48000,155,2740.0,30,82,124,56,60
Агафон Викторович Сорокин,94000,163,3590.0,38,67,101,80,120
Агафон Гавриилович Рожков,80000,156,3520.0,50,83,122,99,70
Агафон Демидович Архипов,53000,162,3880.0,43,78,127,72,120
Агафон Дмитриевич Туров,98000,168,3980.0,49,83,120,52,90
Агафон Евсеевич Журавлев,95000,192,3960.0,42,69,101,55,60
Агафон Устинович Авдеев,100000,188,3810.0,36,85,124,50,110
Агафон Чеславович Анисимов,56000,184,3920.0,48,72,128,57,110
Агафонов Всеслав Игоревич,87000,177,3580.0,49,88,133,66,70
Агафонов Зосима Гавриилович,77000,174,3570.0,48,83,125,51,30
Агафонов Олег Даниилович,75000,181,3990.0,45,85,115,98,30
Агафонов Онуфрий Феодосьевич,78000,178,3780.0,39,68,130,83,50
Агафонов Парфен Игоревич,62000,186,3640.0,38,65,125,80,30
Агафонов Фадей Александрович,48000,194,3510.0,37,83,129,59,90
Агафонов Якуб Авдеевич,48000,190,3870.0,41,73,136,56,110
Агафонова Валерия Георгиевна,79000,189,2890.0,32,88,139,55,80
Агафонова Галина Константиновна,79000,166,2500.0,31,60,112,92,110
Агафонова Майя Оскаровна,77000,179,2660.0,30,63,102,100,110
Агафонова Марфа Валериевна,50000,159,2990.0,26,83,121,65,70
Агафонова Светлана Богдановна,57000,189,2790.0,27,64,102,96,100
Агафонова Ульяна Антоновна,46000,184,2660.0,29,70,103,62,40
Агафья Александровна Ларионова,57000,169,2660.0,26,76,132,100,120
Агафья Алексеевна Аксенова,50000,178,2550.0,28,69,116,50,70
Агафья Алексеевна Фомина,81000,169,2650.0,29,72,132,64,80
Агафья Андреевна Казакова,49000,183,2510.0,33,82,135,55,120
Агафья Андреевна Кузьмина,61000,173,2540.0,32,75,110,100,120
Агафья Аркадьевна Доронина,65000,155,2920.0,29,68,124,69,120
Агафья Викторовна Федотова,49000,155,2970.0,25,83,110,97,40
Агафья Ефимовна Щукина,76000,184,2580.0,28,75,128,57,50
Агафья Ждановна Гурьева,48000,190,2790.0,28,77,131,91,110
Агафья Игоревна Стрелкова,77000,176,2830.0,27,87,125,96,90
Агафья Николаевна Логинова,90000,161,2870.0,26,84,100,74,110
Агафья Ниловна Тимофеева,51000,185,2570.0,28,75,101,69,110
Агафья Рудольфовна Трофимова,55000,166,2970.0,30,85,100,64,30
Агафья Руслановна Михайлова,88000,156,2610.0,32,88,120,63,100
Агафья Тарасовна Кондратьева,99000,180,2950.0,31,71,119,72,80
Аггей Арсеньевич Миронов,74000,195,3510.0,41,66,100,94,40
Аггей Викторович Зиновьев,46000,193,3810.0,47,60,126,82,90
Аггей Вячеславович Дорофеев,63000,180,3770.0,50,75,103,59,40
Аггей Григорьевич Евсеев,79000,165,3810.0,39,60,112,53,60
Аггей Ефимьевич Костин,45000,168,3760.0,38,77,140,53,120
Аггей Ефремович Блохин,85000,163,3830.0,41,66,123,92,70
Аггей Трифонович Киселев,77000,169,3550.0,49,84,128,55,120
Адам Елизарович Рябов,52000,193,3920.0,46,77,139,53,90
Адам Тихонович Одинцов,82000,167,3560.0,35,66,119,77,70
Адам Феофанович Зимин,61000,172,3660.0,45,82,138,89,90
Адриан Анисимович Носков,84000,186,3850.0,49,69,121,78,100
Адриан Викентьевич Куликов,85000,190,3800.0,47,67,115,81,50
Адриан Владиленович Кулагин,46000,158,3520.0,38,73,111,79,100
Адриан Демьянович Морозов,68000,194,3820.0,40,77,104,53,60
Адриан Ерофеевич Борисов,66000,181,3740.0,42,66,129,53,40
Азарий Аверьянович Галкин,68000,194,3570.0,37,73,121,62,120
Азарий Архипович Воронов,51000,155,3570.0,43,77,138,79,50
Азарий Всеволодович Алексеев,47000,194,4000.0,35,62,137,83,60
Азарий Захарьевич Рябов,95000,164,3740.0,41,73,135,81,50
Азарий Изотович Дьячков,69000,193,3780.0,46,90,107,84,40
Аким Вилорович Медведев,91000,169,3880.0,38,72,130,71,120
Аким Егорович Кудрявцев,92000,185,3720.0,36,90,128,99,60
Аксенов Флорентин Витальевич,53000,167,3870.0,48,63,133,72,110
Аксенов Фрол Гаврилович,66000,190,3770.0,43,67,118,55,30
Аксенова Алевтина Филипповна,80000,157,2730.0,28,81,115,89,120
Аксенова Вероника Николаевна,71000,186,2710.0,31,64,107,78,40
Аксенова Екатерина Аскольдовна,94000,188,2690.0,25,80,135,62,40
Аксенова Людмила Владимировна,53000,188,2970.0,30,69,112,64,50
Аксенова Марина Руслановна,83000,173,2870.0,25,73,101,66,80
Аксенова Нинель Робертовна,98000,178,2560.0,26,64,137,62,60
Аксенова Полина Леоновна,78000,177,2570.0,33,75,140,81,50
Аксенова Синклитикия Яковлевна,64000,162,2820.0,30,82,126,79,120
Акулина Александровна Зиновьева,65000,168,2890.0,26,60,132,71,60
Акулина Викторовна Ширяева,100000,157,2750.0,32,65,131,79,110
Акулина Владиславовна Белякова,50000,155,2650.0,32,64,119,96,100
Акулина Даниловна Борисова,93000,187,2620.0,26,74,139,56,40
Акулина Ждановна Кудряшова,48000,186,2860.0,31,83,107,68,120
Акулина Кирилловна Евдокимова,72000,156,2590.0,28,82,114,51,80
Акулина Леонидовна Назарова,59000,157,2580.0,30,72,120,85,90
Акулина Макаровна Алексеева,46000,180,2590.0,27,88,105,77,90
Акулина Олеговна Виноградова,69000,170,2750.0,28,83,129,62,60
Акулина Олеговна Калашникова,78000,193,2920.0,33,77,138,91,120
Акулина Павловна Пономарева,83000,169,2980.0,28,69,116,61,90
Акулина Рубеновна Силина,51000,195,2540.0,30,68,131,64,50
Акулина Святославовна Шестакова,85000,173,2930.0,29,82,103,55,30
Акулина Степановна Назарова,80000,160,2900.0,30,65,132,72,60
Акулина Феликсовна Власова,85000,166,3000.0,28,90,104,90,40
Акулина Эльдаровна Лукина,50000,168,2870.0,33,73,122,65,50
Акулина Юльевна Сафонова,75000,162,2730.0,25,80,119,87,50
Акулина Яковлевна Лапина,73000,157,2900.0,33,77,130,87,90
Алевтина Анатольевна Тихонова,88000,159,2660.0,26,69,136,74,80
Алевтина Андреевна Бобылева,98000,167,2880.0,33,66,126,93,60
Алевтина Артемовна Пахомова,85000,183,2820.0,32,82,120,52,100
Алевтина Богдановна Дементьева,69000,189,2580.0,30,61,117,66,90
Алевтина Валериевна Ларионова,62000,184,2790.0,29,77,129,87,30
Алевтина Владиславовна Авдеева,70000,181,2800.0,32,63,110,75,110
Алевтина Георгиевна Сорокина,63000,182,2610.0,26,84,128,92,120
Алевтина Даниловна Карпова,56000,189,2710.0,33,61,130,67,70
Алевтина Егоровна Лебедева,85000,185,2860.0,26,71,106,98,110
Алевтина Львовна Михеева,78000,172,2820.0,29,65,120,85,80
Алевтина Станиславовна Богданова,76000,195,2980.0,28,78,106,56,120
Алевтина Тимуровна Князева,50000,162,2570.0,25,87,102,64,30
Алевтина Федоровна Самойлова,76000,166,2570.0,30,77,140,94,50
Алевтина Юрьевна Лыткина,77000,168,2980.0,26,81,132,80,120
Александр Тихонович Чернов,45000,190,3520.0,40,75,128,74,80
Александра Антоновна Орлова,63000,191,2940.0,33,83,117,90,30
Александра Аркадьевна Русакова,96000,159,2860.0,29,90,115,92,60
Александра Аскольдовна Громова,69000,183,2690.0,29,88,120,65,60
Александра Богдановна Кулакова,87000,159,2640.0,32,87,128,82,60
Александра Борисовна Ширяева,78000,155,2670.0,29,89,124,77,60
Александра Валентиновна Жукова,47000,179,2630.0,25,76,116,71,30
Александра Васильевна Сафонова,76000,156,2910.0,33,87,133,75,90
Александра Вениаминовна Анисимова,76000,192,2990.0,33,90,102,53,70
Александра Вениаминовна Константинова,70000,164,2850.0,31,83,133,82,120
Александра Вячеславовна Брагина,100000,184,2540.0,29,73,113,55,80
Александра Ефимовна Красильникова,69000,190,2930.0,27,67,134,93,90
Александра Ивановна Уварова,90000,160,2820.0,29,76,117,57,100
Александра Кузьминична Баранова,82000,189,2980.0,33,71,123,79,30
Александра Кузьминична Селиверстова,89000,162,2970.0,31,90,103,94,70
Александра Леонидовна Алексеева,89000,157,2570.0,28,66,139,57,70
Александра Михайловна Корнилова,83000,178,2910.0,27,81,114,79,70
Александра Наумовна Лебедева,46000,169,2910.0,30,61,112,94,50
Александра Олеговна Колесникова,68000,169,2900.0,26,64,137,55,80
Александра Олеговна Семенова,46000,179,2550.0,29,80,111,76,80
Александра Тимофеевна Ермакова,61000,180,2950.0,29,82,125,83,50
Александра Яковлевна Сергеева,83000,179,2700.0,30,75,113,79,70
Александров Аристарх Августович,52000,192,3770.0,49,72,124,88,60
Александров Артемий Аксёнович,50000,162,3750.0,48,75,138,94,40
Александров Василий Гурьевич,77000,187,3600.0,42,88,107,64,50
Александров Исидор Артемьевич,81000,165,3570.0,44,80,122,79,110
Александров Лазарь Григорьевич,86000,193,3860.0,50,80,138,81,90
Александров Михей Аверьянович,70000,161,3600.0,35,82,109,77,60
Александров Савва Фадеевич,68000,166,3700.0,47,82,107,82,50
Александров Сила Жанович,82000,176,3720.0,35,63,105,96,100
Александров Тарас Фокич,89000,162,3980.0,48,77,116,95,30
Александров Юрий Ерофеевич,79000,176,3950.0,50,80,135,58,70
Александров Ян Харламович,70000,175,3970.0,48,64,113,85,90
Александрова Ангелина Валериевна,87000,171,2530.0,29,88,137,64,70
Александрова Антонина Кирилловна,76000,161,2880.0,30,64,104,85,30
Александрова Вера Викторовна,46000,167,2830.0,27,81,100,58,70
Александрова Жанна Михайловна,86000,169,2610.0,27,75,123,53,120
Александрова Иванна Николаевна,79000,174,2540.0,26,72,123,69,60
Александрова Надежда Наумовна,81000,175,2730.0,33,90,123,69,40
Алексеев Автоном Игнатьевич,59000,177,3560.0,37,68,138,54,70
Алексеев Арефий Давыдович,83000,159,3690.0,42,70,127,57,110
Алексеев Вячеслав Харламович,89000,168,3510.0,39,73,112,95,60
Алексеев Демид Александрович,76000,157,3890.0,35,70,128,77,120
Алексеев Куприян Венедиктович,97000,167,3690.0,45,63,120,56,110
Алексеев Макар Валерианович,99000,193,3580.0,38,71,134,95,30
Алексеева Елизавета Богдановна,85000,183,2660.0,32,69,107,88,120
Алексеева Людмила Владимировна,77000,173,2760.0,25,71,139,83,100
Алексеева София Филипповна,85000,157,2900.0,26,89,108,96,60
Алексеева Элеонора Анатольевна,78000,185,2880.0,32,78,117,87,60
Алексеева Юлия Никифоровна,99000,184,2800.0,27,74,100,92,50
Алексеева Юлия Юльевна,80000,161,2540.0,32,72,121,69,100
Алексей Аверьянович Ершов,47000,170,3720.0,45,74,115,85,40
Алексей Анисимович Лобанов,51000,177,3520.0,50,84,138,81,40
Алексей Афанасьевич Моисеев,91000,158,3770.0,44,63,128,59,110
Алексей Гордеевич Быков,69000,177,3550.0,47,85,101,63,60
Алексей Исидорович Мясников,45000,158,3820.0,39,81,131,57,60
Алина Алексеевна Ефимова,48000,181,2760.0,28,87,138,79,30
Алина Георгиевна Игнатьева,74000,189,2970.0,27,79,132,65,60
Алина Макаровна Овчинникова,49000,160,2910.0,31,67,123,69,100
Алина Мироновна Николаева,72000,171,2560.0,27,63,121,95,30
Алина Наумовна Лукина,74000,194,2780.0,28,64,128,61,90
Алина Николаевна Быкова,50000,180,2940.0,33,77,136,77,70
Алина Рудольфовна Смирнова,88000,174,2840.0,27,83,119,70,80
Алина Тарасовна Лобанова,60000,187,2980.0,30,88,105,63,30
Алина Тимуровна Рыбакова,77000,185,2620.0,33,66,111,66,100
Алина Феликсовна Силина,88000,181,2780.0,31,70,114,76,80
Алина Феликсовна Шарова,97000,184,2650.0,30,79,139,88,120
Алина Эдуардовна Абрамова,90000,186,2670.0,25,87,117,51,100
Алина Эльдаровна Савина,69000,191,2870.0,33,77,113,77,120
Алла Альбертовна Третьякова,81000,190,2650.0,25,71,135,86,60
Алла Артемовна Данилова,47000,194,2770.0,26,83,121,67,110
Алла Вячеславовна Некрасова,87000,187,2780.0,26,61,109,91,60
Алла Игоревна Королева,58000,170,2770.0,27,67,134,74,60
Алла Кузьминична Мамонтова,45000,185,2980.0,29,68,122,53,80
Алла Максимовна Устинова,92000,173,2510.0,26,90,114,53,80
Алла Михайловна Пахомова,49000,182,2860.0,33,68,124,69,70
Алла Николаевна Терентьева,92000,193,2820.0,28,88,106,58,100
Алла Павловна Павлова,52000,173,2870.0,29,66,118,84,70
Алла Рубеновна Гусева,46000,159,2810.0,28,70,112,50,90
Алла Рубеновна Муравьева,96000,190,2900.0,30,85,110,64,110
Алла Руслановна Савина,68000,180,2650.0,30,67,113,98,70
Алла Святославовна Гуляева,96000,163,2700.0,32,69,127,65,50
Алла Харитоновна Новикова,87000,166,2510.0,31,76,133,88,90
Алла Юльевна Самсонова,54000,190,2560.0,28,84,121,82,50
Амвросий Бориславович Суханов,96000,191,3850.0,39,78,139,99,40
Амвросий Еремеевич Крюков,94000,171,3960.0,35,70,111,92,80
Амвросий Ермилович Фомичев,96000,156,3660.0,50,81,102,91,50
Амвросий Жанович Никифоров,46000,177,3660.0,37,85,133,67,50
Амвросий Иларионович Фомин,96000,195,3530.0,46,78,106,53,70
Амвросий Тарасович Уваров,91000,170,3630.0,41,82,140,94,110
Амос Ануфриевич Князев,84000,192,3740.0,45,65,110,51,50
Амос Глебович Ларионов,90000,172,3860.0,41,66,122,96,110
Амос Федосьевич Шубин,65000,169,3820.0,45,90,137,88,30
Амос Харлампьевич Николаев,73000,164,3770.0,44,83,124,66,60
Амос Яковлевич Уваров,96000,166,3540.0,49,73,114,75,30
Ананий Августович Александров,86000,159,3660.0,49,88,101,92,40
Ананий Даниилович Савин,87000,171,3900.0,39,62,116,94,120
Анастасия Антоновна Лукина,62000,163,2640.0,30,70,134,90,60
Анастасия Аркадьевна Вишнякова,82000,186,2640.0,31,62,118,63,70
Анастасия Аркадьевна Егорова,70000,166,2960.0,25,73,123,60,90
Анастасия Аркадьевна Калашникова,54000,191,2760.0,28,89,134,65,90
Анастасия Архиповна Комиссарова,79000,164,2880.0,30,89,102,82,90
Анастасия Аскольдовна Кудрявцева,48000,155,2590.0,25,75,117,57,90
Анастасия Аскольдовна Павлова,75000,173,2970.0,27,60,111,73,60
Анастасия Аскольдовна Третьякова,97000,170,2970.0,25,82,125,53,110
Анастасия Борисовна Суворова,69000,175,2710.0,30,78,124,99,50
Анастасия Вадимовна Кириллова,54000,166,2780.0,28,84,132,76,110
Анастасия Владимировна Прохорова,50000,178,2700.0,27,74,112,60,60
Анастасия Вячеславовна Орехова,68000,188,2680.0,29,79,109,80,90
Анастасия Даниловна Лихачева,85000,195,2660.0,30,71,129,72,110
Анастасия Евгеньевна Кузнецова,65000,170,2920.0,33,79,102,89,120
Анастасия Ивановна Блохина,83000,172,2940.0,33,89,133,67,110
Анастасия Кузьминична Зуева,63000,191,2640.0,29,90,135,82,100
Анастасия Натановна Матвеева,81000,186,2740.0,26,70,137,74,60
Анастасия Наумовна Быкова,98000,187,2580.0,25,68,115,62,30
Анастасия Оскаровна Евсеева,96000,187,2570.0,26,80,107,57,40
Анастасия Робертовна Воронцова,57000,189,2790.0,30,78,135,68,40
Анастасия Романовна Юдина,92000,190,2580.0,32,79,138,98,80
Анастасия Рубеновна Андреева,70000,186,2830.0,31,87,122,80,110
Анастасия Рубеновна Мельникова,98000,188,2930.0,33,71,136,63,120
Анастасия Станиславовна Галкина,91000,163,2840.0,27,61,135,82,60
Анастасия Эдуардовна Матвеева,58000,160,2800.0,33,90,116,82,110
Анастасия Юрьевна Степанова,85000,194,2790.0,26,65,114,70,120
Анастасия Яковлевна Афанасьева,64000,179,2650.0,30,79,138,67,80
Анатолий Виленович Тихонов,46000,191,3670.0,42,70,135,89,50
Анатолий Вячеславович Лапин,48000,159,3670.0,43,89,136,82,30
Анатолий Игнатьевич Щукин,88000,155,3970.0,47,84,115,69,110
Ангелина Александровна Александрова,93000,175,2670.0,28,69,132,83,70
Ангелина Анатольевна Шубина,99000,161,2950.0,31,63,128,90,90
Ангелина Аркадьевна Горбунова,94000,183,2660.0,30,79,121,72,120
Ангелина Афанасьевна Устинова,70000,173,2530.0,31,67,108,95,70
Ангелина Борисовна Щербакова,100000,167,2640.0,27,61,121,76,50
Ангелина Валентиновна Тихонова,54000,186,2830.0,31,82,108,96,100
Ангелина Васильевна Моисеева,79000,169,2830.0,25,78,112,97,120
Ангелина Викторовна Костина,51000,162,2830.0,26,77,104,58,30
Ангелина Вячеславовна Журавлева,65000,181,2580.0,33,73,140,100,60
Ангелина Вячеславовна Карпова,91000,161,2660.0,29,84,140,67,50
Ангелина Дмитриевна Князева,98000,186,2730.0,29,88,104,88,30
Ангелина Ждановна Мухина,78000,173,2860.0,32,81,102,92,40
Ангелина Кирилловна Павлова,80000,186,2790.0,28,74,123,53,110
Ангелина Натановна Дьячкова,74000,159,2950.0,30,90,118,58,40
Ангелина Наумовна Колобова,65000,190,2700.0,25,75,132,98,90
Ангелина Олеговна Козлова,94000,179,2540.0,31,62,135,96,120
Ангелина Эдуардовна Гордеева,46000,195,2840.0,33,66,119,79,100
Ангелина Эльдаровна Горбунова,91000,194,2910.0,25,65,115,87,60
Андреев Амос Якубович,46000,160,3660.0,49,66,119,100,110
Андреев Бронислав Григорьевич,64000,161,3990.0,47,60,135,79,30
Андреев Куприян Жоресович,99000,168,3580.0,43,65,126,98,120
Андреев Никодим Захарьевич,64000,172,3860.0,41,82,130,54,60
Андреева Варвара Эльдаровна,74000,180,2830.0,29,67,127,94,30
Андреева Дарья Натановна,57000,177,2790.0,25,86,109,85,40
Андреева Елена Захаровна,50000,192,2660.0,33,72,133,64,50
Андреева Клавдия Геннадиевна,99000,159,2680.0,30,66,112,91,50
Андреева Раиса Егоровна,75000,194,2910.0,28,69,113,82,50
Андреева Тамара Кирилловна,88000,192,2520.0,25,90,123,74,110
Андрей Валерьевич Гордеев,87000,157,3710.0,46,83,108,79,70
Андрей Евсеевич Гришин,63000,167,3850.0,37,86,102,75,110
Андрей Игнатьевич Наумов,52000,163,3800.0,48,62,138,94,100
Андрей Трифонович Кузнецов,74000,178,3700.0,35,83,132,88,60
Андрей Устинович Щукин,50000,156,3710.0,48,90,105,89,110
Андрон Августович Красильников,52000,195,3760.0,36,60,118,83,50
Андрон Виленович Филиппов,93000,192,3530.0,44,65,139,68,100
Андрон Георгиевич Мишин,89000,194,3680.0,42,88,112,96,60
Андрон Иосипович Белозеров,73000,187,3750.0,42,71,100,65,60
Андрон Харитонович Новиков,95000,192,3710.0,45,63,104,67,30
Андроник Адрианович Журавлев,50000,176,3780.0,39,74,115,77,60
Андроник Александрович Поляков,49000,164,3830.0,36,87,120,96,30
Андроник Захарьевич Ефимов,97000,164,3570.0,35,84,121,83,100
Андроник Федосьевич Гордеев,67000,165,3900.0,38,85,127,83,90
Анжела Богдановна Щербакова,56000,173,2780.0,31,60,119,58,60
Анжела Валериевна Шарова,53000,181,2790.0,32,70,128,84,70
Анжела Викторовна Карпова,79000,161,2960.0,33,61,125,66,110
Анжела Егоровна Тихонова,77000,192,2940.0,28,70,106,80,110
Анжела Ефимовна Потапова,76000,167,2630.0,33,70,109,59,50
Анжела Кузьминична Лаврентьева,46000,169,2730.0,30,64,117,90,80
Анжела Матвеевна Воронова,47000,177,2550.0,25,81,112,78,90
Анжела Павловна Фролова,54000,176,2840.0,28,88,126,85,60
Анжела Станиславовна Беляева,92000,190,2980.0,28,79,119,81,70
Анжела Станиславовна Кудрявцева,52000,161,2690.0,29,75,114,59,60
Анжела Степановна Шубина,71000,155,2720.0,32,76,114,50,110
Анжела Тимуровна Баранова,74000,181,2570.0,28,62,137,76,40
Анжела Феликсовна Бирюкова,91000,185,2890.0,30,87,137,57,50
Анжелика Алексеевна Мухина,61000,177,2560.0,25,62,127,81,100
Анжелика Аркадьевна Игнатьева,83000,172,2530.0,31,60,121,89,100
Анжелика Борисовна Козлова,69000,163,2570.0,32,88,137,99,120
Анжелика Вадимовна Федорова,57000,194,2880.0,27,75,106,90,100
Анжелика Валентиновна Захарова,79000,180,2860.0,31,73,123,79,40
Анжелика Валериевна Логинова,79000,171,2600.0,26,75,103,72,40
Анжелика Владимировна Белова,62000,179,2880.0,33,77,128,80,40
Анжелика Ждановна Попова,96000,186,2560.0,26,82,109,95,40
Анжелика Леоновна Игнатова,60000,193,2620.0,33,72,108,57,50
Анжелика Максимовна Хохлова,64000,193,2990.0,33,68,121,95,90
Анжелика Михайловна Копылова,75000,179,2780.0,33,65,120,81,120
Анжелика Ниловна Пестова,45000,183,2590.0,26,80,135,72,120
Анжелика Романовна Федорова,62000,195,2610.0,31,72,113,61,40
Анжелика Святославовна Лаврентьева,79000,168,2970.0,28,85,109,52,50
Анжелика Святославовна Николаева,60000,168,2700.0,25,82,104,58,90
Аникей Ануфриевич Анисимов,46000,183,3530.0,49,89,127,92,30
Аникита Антонович Александров,48000,180,2610.0,28,81,121,86,80
Аникита Жоресович Шилов,97000,190,2960.0,33,66,121,52,100
Аникита Терентьевич Ситников,59000,194,2650.0,33,70,132,90,70
Аникита Харламович Шестаков,96000,167,2570.0,33,74,101,87,40
Анисим Августович Богданов,79000,169,3520.0,39,84,114,84,30
Анисим Адрианович Блинов,63000,164,3760.0,37,89,133,90,110
Анисим Антипович Крюков,82000,191,3980.0,48,81,137,55,100
Анисим Антонович Семенов,66000,171,3530.0,46,75,117,56,90
Анисим Владленович Князев,50000,189,3970.0,46,79,103,53,30
Анисим Геннадиевич Ефремов,100000,185,3540.0,45,84,118,72,100
Анисим Григорьевич Панов,82000,174,3590.0,41,61,118,69,80
Анисим Данилович Жданов,45000,167,3760.0,49,72,139,67,60
Анисим Ярославович Рожков,98000,191,3500.0,36,83,139,79,70
Анисимов Владислав Иларионович,55000,175,3820.0,46,74,125,59,80
Анисимов Иосиф Григорьевич,46000,164,3970.0,50,72,136,94,60
Анисимов Максимильян Феоктистович,47000,184,3790.0,37,80,112,53,30
Анисимов Соломон Изотович,61000,187,3800.0,38,90,139,65,30
Анисимова Ангелина Валериевна,63000,189,2750.0,33,88,128,93,60
Анисимова Виктория Архиповна,58000,185,2940.0,28,86,106,68,120
Анисимова Зинаида Юльевна,87000,182,2570.0,25,89,128,52,120
Анисимова Ирина Рубеновна,70000,190,2710.0,28,70,111,80,40
Анна Антоновна Никифорова,56000,190,2840.0,29,75,105,68,70
Анна Артемовна Антонова,45000,185,2710.0,31,71,125,55,40
Анна Вадимовна Самсонова,54000,193,2690.0,25,85,119,83,40
Анна Вениаминовна Якушева,70000,163,2680.0,33,90,116,73,30
Анна Григорьевна Лыткина,47000,164,2510.0,29,81,111,99,70
Анна Леонидовна Ситникова,58000,189,2960.0,27,81,132,79,120
Анна Леоновна Соловьева,51000,165,2970.0,29,63,126,73,70
Анна Ниловна Горшкова,94000,183,2970.0,33,81,123,95,30
Анна Олеговна Волкова,52000,168,2990.0,30,83,109,98,100
Анна Оскаровна Кузнецова,62000,189,2960.0,25,87,127,67,30
Анна Петровна Максимова,92000,158,2510.0,33,71,121,62,40
Анна Робертовна Вишнякова,69000,155,2750.0,31,90,132,96,70
Анна Руслановна Кондратьева,53000,171,2630.0,33,82,111,79,110
Анна Святославовна Юдина,73000,187,2570.0,33,60,137,75,110
Анна Тимуровна Воробьева,84000,162,2580.0,30,60,126,97,120
